,Ratings,sentiment,Reviews_fin
1041,5,1,"like, product, incoming, call, ringtone, working, atall"
1042,4,1,"worth, money, battery, life, expected, want, return, item"
1043,5,1,"buying, read, review, little, bit, scared, product, delivered, product, awesome, genuine, thank, amazon"
1044,5,1,"nice, handlesmall, frame, overall, good, handset"
1046,4,1,"usual, great"
1047,5,1,"experience, great, see, flaw, apple, customer, care, denies, call, support"
1049,5,1,"battery, capacity, getting, one, week, time, period"
1050,5,1,"battery, life, poor"
1052,4,1,"amazing, phone, love, camera, specially, taptic, feedbackhatsoff, amazon, delivering, phone, within, hour"
1054,5,1,"worst, battery, lifehang, issue, also, device"
1055,5,1,bad
1056,5,1,"rose, gold, colour, eye, catching, way, iphone, fit, hand, amazing, trustworthy, seller, buy, phone"
1058,5,1,"excellent, phone, awesome, service, amazon"
1059,5,1,"product, awesome, lightening, connector, missing, box"
1060,5,1,"worth, buying"
1061,5,1,"defective, ear, phone, dont, think, original"
1062,5,1,"value, money, paid"
1063,5,1,
1064,5,1,"everything, ok, thanks, amazon"
1066,5,1,"battery, small, low, performance, dull, apple, vaalo, bhosdivaalo"
1067,5,1,"dont, know, voice, breaking, call"
1068,5,1,show
1070,5,1,"genuine, product, apple, inc"
1071,5,1,"awesome, phone, battery, backup"
1072,4,1,"nice, product, always, apple, apple"
1073,5,1,"product, average"
1077,5,1,"one, word, bad, cant, said, anything"
1078,5,1,"iphone, good, amazon, service, also, good, thanks, amazon"
1080,5,1,"best, phone, ever, royal, feel, use"
1082,4,1,"one, best, buy, till, date, complaint, whatsoever"
1083,4,1,bad
1084,4,1,"awesome, craftsmanship"
1087,5,1,"excellent, phone"
1088,5,1,"u, really, need, review, isnt, logo, enough"
1090,5,1,"nice, phone"
1092,5,1,"phone, camera, awesome, poor, battery, backup"
1095,5,1,"awesome, mobile, awesome, feature"
1096,5,1,"value, money, phone, satisfied"
1098,5,1,"awesome, product, love, thank, u, much, amazon"
1099,5,1,"lightning, mm, headphone, jack, adapter, missing, box, please, provide, provide, missing, accessory"
1100,5,1,"good, condition, low, pricefinally, got, one, year, old, iphone, fentastic"
1101,4,1,"good, phone, rest, ill, update, use"
1102,5,1,"gb, ram, cannot, compared, go, ram, samsung, oneplus"
1103,4,1,"battery, working, properlyand, sometimes, automatically, change, silent, mode"
1104,5,1,"good, product"
1106,4,1,"worth, buy"
1109,5,1,"delivered, expected, time"
1110,5,1,"product, excellent, iiibut, scheme, payment, hdfc, debit, card, payment, feel, cheated, frontthats, itno, expectation, amezon"
1111,5,1,"hat, apple, everything, flawless, iphone, happy, buying, amazon"
1112,5,1,"good, quality, product"
1113,5,1,good
1114,5,1,"fake, product, u, r, sending, uswasting, time, ususeless, product"
1115,5,1,"worst, experience, returnable, product"
1116,5,1,"nice, mobile"
1118,5,1,"best, iphone, ever, thankuu, amazon"
1122,4,1,"awesome, phone, delivery, also, good"
1124,4,1,"still, phone, awesomeyeah, iphone"
1125,4,1,"nothing, beat, apple, iphone"
1126,5,1,"battery, draining, fast, touch, quality, expected"
1127,5,1,"awsm, literally, defect, part, fact, would, suggest, class, best, phone, ever, thank, accepting, amazon, wale"
1128,5,1,"good, quality, processor, slow"
1130,5,1,"great, product"
1132,5,1,"amazing, phone, everything, phone, authentic"
1136,4,1,"dont, buy, product, amazoni, received, iphone, defective, piece, responding"
1137,5,1,"battery, depleted, capacity, day"
1138,4,1,awesome
1139,5,1,"bought, iphone, stopped, working, month, avoid, seller"
1140,5,1,"better, product, low, price, using, expirnce, good"
1142,5,1,"battery, life, low"
1143,5,1,"nice, phone, good, working, performance, value, money"
1144,4,1,"cheated, price, booked, cost, emi, charged, interest, tax, cost, emi"
1146,5,1,"good, product, delivered, time"
1147,4,1,"apple, everything, fine, except, battery, life"
1149,5,1,"got, resonable, price, loving"
1151,4,1,"dont, buy, iphone, go, se, much, faster, processor"
1152,5,1,"still, feel, better, iphone, x"
1155,5,1,"phone, good, battery, life, bad, hr"
1156,5,1,"good, phone"
1157,5,1,"finally, bought, iphone, simply, superb, comfortable, flexible, hold, configuration, wise, know, apple, product, quality, goodgo, itthanks, amazon, good, delivery"
1158,5,1,"good, product, gud, packing, gud, delivery, happy, order"
1159,4,1,"doubt, vert, good, product, ram, management, impressive, camera, quality, selling, point, overall, satisfied"
1161,5,1,"cool, good, performance, battery, good"
1162,5,1,"worst, phone, bad, battery, life"
1163,5,1,superb
1164,5,1,"apple, headphone, jake, missing, feke, head, phone"
1166,5,1,"month, phone, still, good, new, iphone"
1167,5,1,"iphone, iphone, need, good, battery, backup"
1168,5,1,"using, iphone, way, back, iphone, satisfied, offer, intern, quality"
1170,5,1,"awesome, phone, amazon, always, promise, good, electronic, product"
1171,5,1,good
1172,5,1,bad
1173,5,1,"awesome, phone"
1174,5,1,"superior, phoneits, must, anyone, who, investing, camera, want, high, quality, phone"
1175,5,1,complaint
1176,5,1,"good, product"
1178,5,1,"awesome, product, battery, life, slightly, disappointed, camera, quality, superior, overall, value, money"
1179,5,1,"possible, changereturn, productthanks"
1180,4,1,"issue, microphone"
1182,5,1,"good, product, make, costumer, happy"
1184,5,1,"received, bad, productscreen, mobile, got, broke, delivery"
1185,5,1,good
1186,5,1,"monts, update, still, awesome"
1187,5,1,"fake, product, return"
1188,5,1,"want, bill"
1190,4,1,"nice, phone, good, packing, new, piececame, io, updated, io, awsome, nice, deal, iphone, thinking, order, one, cost, incresed"
1191,5,1,"satisfied, online, day, dissplay, issue, body, resolve, issue"
1192,4,1,excellent
1194,4,1,"doesnt, need, review, iphone, already, best, still, awesome, phone, used, ever, amazon, also, good, delivery, amazon"
1195,5,1,"amazing, expected, phone, beastsuperfast, multitasking, superb, touch, response, loving"
1196,5,1,"battery, properly, working, time, refunded, phoneand, amazon, fully, refunded, money"
1197,4,1,"time, delivery, value, money, phone"
1198,4,1,cool
1200,5,1,"phone, activation, lock, please, help"
1204,5,1,"damage, product, given, team, got, checked, apple, store, told, product, already, openedi, want, replacement, product"
1205,5,1,"love, size, phone, amazing, value, money"
1208,5,1,"product, nice, battery, good, apple, work, battery, life"
1210,5,1,"nice, phone"
1211,5,1,"changing, iphone, iphone, light, weight, screen, size, perfect"
1212,5,1,worth
1214,5,1,good
1216,5,1,"phone, battery, back, hour, bad, product"
1218,5,1,"browser, support, html, video, good"
1220,5,1,"working, good, till, month, old"
1222,5,1,"bill, clear, battery, backup, good"
1223,4,1,"heating, issue"
1224,5,1,"good, one"
1226,4,1,"met, expectation, part, however, battery, life, seems, disappointing"
1227,4,1,"bad, phone"
1228,5,1,"good, one"
1229,5,1,"delivered, expected"
1230,5,1,"using, phone, monthsit, working, perfectly, fine"
1232,4,1,"nice, product, nothing, say, awesome"
1233,5,1,"good, colour, quality"
1234,5,1,"battery, life, per, expectedgetting, hanged, sometimes"
1236,5,1,"good, one"
1238,5,1,"batery, life, low, fingerprint, sanser, low"
1239,5,1,expect
1240,5,1,"looking, great"
1241,5,1,"fabulous, phone"
1242,4,1,"waste, money, dont, buy"
1243,5,1,"good, product, good, price"
1245,5,1,great
1247,5,1,"good, product, value, money"
1248,5,1,"everything, ok, moderate, user"
1251,4,1,"time, best"
1253,5,1,good
1254,5,1,"best, purchase"
1255,5,1,excellent
1256,5,1,"still, ok, bad, also, bettersometime, sensor, working, press, lock, button, open"
1258,4,1,"good, expect"
1260,5,1,"well, product, even, using, year, feel, new"
1263,4,1,"usual, apple, nothing, say"
1264,5,1,"superb, camera, quality"
1268,5,1,"product, good, battery, health, good"
1269,5,1,"working, properly, display, problem"
1270,5,1,"month, issue, overall, nice, phone"
1271,5,1,"great, price"
1272,5,1,"everthing, perfect, mentioned, masterpiece"
1274,5,1,"excellent, product, iphone, really, good, product, service, amazon, delivery, great, though"
1275,4,1,"excellent, high, five"
1276,4,1,bad
1277,5,1,"good, one, picture, quality, good, sound, little, bit, low, compared, mobile, battery, life, good"
1278,5,1,"origional, nice, packing"
1279,5,1,"amazing, phone, ever, budget, level, phone"
1282,5,1,"good, option, iphone, buyer, budget, issue"
1283,5,1,"heating, problemsome, time, stop, working"
1284,5,1,"nice, iphone"
1286,5,1,good
1287,5,1,"iphonejust, awesomethanks, amazon, deal"
1288,5,1,"excellent, product, great, look"
1290,5,1,"sexy, slim, sleek, design, rose, gold, sexy, packaging, good"
1291,5,1,good
1294,5,1,"used, iphone, last, month, product, amazingsecurity, audio, video, picture, etc, quality, great, really, appreciate"
1295,4,1,"good, camera, fingerprint, scanner, always, working"
1296,5,1,"iphone, quality, never, never"
1298,5,1,"started, using, function, ok"
1300,5,1,"good, phone"
1302,5,1,"camera, quality, mark"
1303,5,1,"battery, poor"
1304,4,1,"corn, iphone, black, color, color, get, pill, using, good, case"
1305,5,1,"awesome, phonewill, always, buy, iphone"
1306,5,1,"good, product, value, money"
1307,5,1,"great, buy, amazon"
1308,5,1,"nice, experience, use"
1310,4,1,"apple, always, making, good, phonesthey, need, increase, battery, life"
1311,5,1,"normal, used, ok"
1312,5,1,"feel, like, premium, phone, hand"
1313,4,1,"everything, expected, good, battery, life, satisfied"
1314,5,1,"battery, life, normal, fingerprint, look, work, perfectly, fine"
1315,5,1,"good, one"
1316,5,1,"excellent, phone"
1317,5,1,good
1318,5,1,"phone, heating, battery, draining, quickly"
1320,5,1,original
1322,5,1,"ear, phone, working"
1323,4,1,
1324,5,1,comment
1325,4,1,"good, speaking, phone, call, hearing, sound, low"
1326,5,1,good
1328,4,1,"good, phone, compact, size"
1329,5,1,
1330,5,1,"battery, getting, discharged, within, hour, charger, working, earphone, working, within, month"
1331,5,1,"phone, extremely, super, term, performance, speed, drawback, battery, life"
1332,5,1,"hater, gonna, hate, bestest, phone"
1334,4,1,"perfectly, fit, hand"
1335,5,1,"good, one, make, happy, enough"
1336,5,1,"better, buy, one, use, year, buying, one, every, year"
1337,5,1,"rear, camera, stopped, working, day, go, apple, store, find, solution"
1340,5,1,"v, bad, volume, quality, bettry, dont, buy, item"
1341,5,1,"good, one"
1342,5,1,"battery, dropping, without, usage, due, mobile, coverage"
1343,4,1,"nice, phone"
1344,5,1,"getting, heat, like, mi, shame, phone, person, responsible, amazon, take, care"
1346,5,1,"bad, product, iphone"
1347,5,1,"camera, quality, best"
1348,5,1,"battery, life, low"
1349,5,1,good
1350,5,1,awesome
1351,5,1,"got, product, k, available, apple, website, k, along, cash, back, month, emi, holiday, great, deal"
1353,5,1,"battery, draining, fast, phone, getting, heat, fast"
1355,5,1,"ok, missing, lightning, connector, box"
1356,5,1,"nice, product, battary, last, one, day, need, improvement"
1358,5,1,"battery, life, poor, apple, iphone"
1360,5,1,"good, product, best, quality"
1361,4,1,"nice, product"
1363,5,1,"satisfy, according, price"
1366,5,1,good
1368,5,1,iphone
1370,5,1,"iphone, budget, superb, feature"
1371,5,1,"always, quality, product"
1372,5,1,"accessory, missing"
1373,5,1,"good, always, aspect"
1375,5,1,"overall, okay"
1376,5,1,"usage, month, battery, drained, quickly, phone, got, damaged, due, water, worst, purchase, ever, dont, buy"
1377,4,1,good
1378,4,1,"using, since, year, issue, faced, love"
1379,5,1,"camera, quality, star, battery, life, star, performance, great, experience"
1380,5,1,"white, dot, display, submitted, apple, store, replace, able, get, free, cost"
1382,5,1,"everything, perfect, battery, backup, good"
1384,4,1,good
1386,4,1,"using, last, year"
1388,4,1,"v, good"
1389,4,1,"apple, product, worth"
1390,5,1,"good, stuff"
1391,5,1,"good, product, battery, life, good"
1392,5,1,"best, iphone, k"
1395,4,1,brilliant
1397,5,1,"first, time, ordered, mobile, phone, online, highly, satisfied, product, delivery, standard"
1399,5,1,amazing
1400,5,1,"worth, price"
1401,5,1,"satisfied, device"
1402,4,1,comment
1403,5,1,"month, onits, going, gud"
1404,5,1,"seems, refurbished, working, fine"
1406,5,1,"good, plam, friendly"
1407,5,1,"amazing, product"
1409,5,1,"overpriced, product"
1410,5,1,"except, battery, life, phone, superb"
1411,5,1,"nothing, tell, amazing"
1412,5,1,good
1413,5,1,good
1414,5,1,"battery, capacity, poor"
1416,5,1,"year, date, bought, till, issue, excellent, product"
1419,5,1,"good, quality, product"
1420,5,1,"excellent, phone, prpduct, got, delivered, le, tham, hr, would, like, rate, amazone, delivery, team"
1421,4,1,"bettery, life, requires, upgrade"
1423,4,1,"getting, totally, bad, product, sim, slot, working, properly, facing, issue, phone"
1424,5,1,"battery, performance, bad"
1426,4,1,"best, expect"
1427,5,1,"guy, show, accessory, box, data, cable, otg, cable, handfree, etc, dont, get, toh, cable"
1428,5,1,"performance, mobile, good"
1430,5,1,"battery, health, issue"
1432,5,1,"far, true, word, amazing, phone, apple, however, battery, performance, good, st, week, use"
1433,5,1,"happy, product, received, time, expected, good, job"
1434,5,1,"good, money"
1435,5,1,"got, genuine, product, full, warranty, thanks, amazon, darshita, electronics"
1436,4,1,nice
1437,5,1,"love, phone, one, year, faced, problem"
1438,4,1,"good, quality"
1439,5,1,"battery, getting, heat"
1440,5,1,"packaging, normal, product, great, bought, apple, issue, product, thankyou, amazon"
1443,5,1,"really, amazing, loved, phoneits, totally, nyc, product, im, happy, buy, one"
1444,4,1,"lightning, fast, delivery, delivery, executive, humble, coming, phone, simply, awesome"
1445,4,1,"working, good"
1447,5,1,"excellent, phone, word, describe"
1449,5,1,
1450,4,1,"awesome, especially, rose, gold"
1452,5,1,owsome
1454,5,1,"good, phone, loved"
1455,5,1,"compared, brand, worth, money, slim, proud"
1456,5,1,"need, say, usual, apple"
1457,5,1,"awesome, product, speed, delivered"
1458,5,1,"thats, good"
1459,5,1,"good, phone, thanks, amazon"
1462,5,1,"known, number, mobile, market"
1463,4,1,"pain, as, get, warranty, claimed"
1464,5,1,"super, phone"
1466,4,1,"best, mobile, world"
1468,5,1,"security, smooth, functioning"
1470,5,1,"nice, battery, life, gud"
1471,4,1,"mobile, awesome"
1472,4,1,"phone, working, properly"
1474,4,1,"apple, unmatched"
1475,5,1,good
1476,5,1,"phone, best"
1478,4,1,"model, one, jack, charging, audio, rest, buy, apple, o"
1480,5,1,"finger, print, work, slow, sometimes, dosent, work, camera, good, battery, life, worst"
1481,4,1,"really, like, product"
1482,4,1,good
1484,5,1,"nice, phone"
1485,5,1,"first, iphone, work, great, battery, performance, also, good"
1487,5,1,"worst, battery, life"
1488,5,1,"poor, battery, backup"
1490,5,1,"charger, hitting, issue, one, help, refund, replace, item, please, purchase"
1491,5,1,"received, head, phone, jack, wireless, box"
1493,5,1,"battery, longer"
1494,4,1,"battery, lifr"
1495,5,1,"awaiting, help, line, seek, help"
1497,4,1,"working, touch"
1498,5,1,"cancelled, product, without, informationn, birthday, gift"
1499,4,1,nice
1500,5,1,good
1502,5,1,"phone, phone"
1503,5,1,"wnt, buy, another, iphone, price, high, give, offer, like, buy, previous"
1504,5,1,"nice, deal"
1505,5,1,"awesome, phone, loving"
1506,5,1,"better, phone"
1507,5,1,"nyc, although, battery, life, last"
1508,5,1,"better, like"
1509,5,1,"lightning, usb, cable, missing, didnt, respond"
1511,5,1,"good, product, delivered, time"
1512,5,1,"bad, battery"
1514,5,1,word
1515,5,1,"amazing, product, thanks, amazon"
1518,5,1,"phone, get, heated, within, min, call"
1519,4,1,"battery, performance, poor"
1520,5,1,"everything, goog, comparatively, want, bill, becuz, half, printed"
1521,5,1,"great, product"
1522,5,1,battery
1524,5,1,"amazing, service, brand, new, phone, happy, service, n, trusted, genuine, product"
1526,5,1,"good, phone, gold"
1527,5,1,
1528,5,1,"touch, properly, working"
1529,4,1,"good, battery, low"
1530,5,1,"good, phone"
1531,5,1,"na, dalo, phone"
1533,5,1,"product, good, except, battery, backup"
1534,5,1,"needle, say, anything"
1535,5,1,"nice, phone, price, pretty, high"
1536,5,1,"got, budgeted, rate"
1538,5,1,"didnt, receive, connector, along, phone, connect, headphone"
1539,5,1,"bad, experience"
1540,4,1,"battery, issue"
1542,5,1,"quite, satisfoctory"
1543,5,1,good
1544,5,1,ultimate
1545,5,1,"heating, much"
1546,5,1,good
1548,5,1,"poor, battery, backup"
1550,5,1,"battery, life, hour"
1552,5,1,"awsme, product"
1553,5,1,"tach, id, good"
1554,5,1,good
1556,5,1,"battery, life"
1557,5,1,"great, phone"
1558,5,1,"except, battery, everything, else, awesome"
1560,5,1,"gr, phone"
1562,5,1,"bad, battery, quality"
1563,4,1,"poor, camera, quality"
1564,4,1,"batarry, life, low"
1566,4,1,"battery, life, good"
1567,5,1,"havent, got, lightning, connector"
1568,5,1,osm
1569,5,1,"phone, excellent, poor, battery, performance, also, feel, call, volume, upto, mark"
1570,5,1,"best, phone, ever, always, fan, iphone, didnt, disappoint, must, buy"
1571,5,1,"fire, phone, battery, try, replace, replacement"
1572,5,1,"good, product"
1574,5,1,dislike
1575,5,1,"good, product, original, including, accessory"
1576,5,1,"awesome, mobile"
1577,5,1,"great, phone, use, excellent, using, month"
1578,4,1,"nice, thanks, amazon"
1579,5,1,"purchase, apple, iphone, gb, st, jan, observed, apple, iphone, earphone, defective"
1580,5,1,"excellent, product"
1581,4,1,"excellent, product"
1583,4,1,"finger, print, good, working"
1584,5,1,good
1586,5,1,"battery, backup, good"
1587,5,1,"nice, mobile"
1588,5,1,"battery, die, short, time"
1589,5,1,"like, apple, iphone"
1590,5,1,comparison
1591,5,1,expected
1592,4,1,"phone, good, future, looking, happy, better, otherwise, mobile, amazon, site, good, choice, shopping, thanx"
1593,5,1,"good, useful"
1594,5,1,"best, class"
1595,5,1,"awesome, product, great, quality"
1596,5,1,awesomeeeeee
1599,5,1,"best, phone, evercamera, quality, goodsmooth, work"
1600,5,1,"average, product"
1601,4,1,"phone, great, device"
1602,5,1,"waste, money"
1603,5,1,"best, phone"
1604,5,1,"paking, badlike, r, phone, pakingphone, cover, opened, boxdont, buy"
1606,4,1,ok
1607,5,1,ok
1608,5,1,"best, phone"
1611,5,1,cool
1613,5,1,"best, iphone, among"
1617,4,1,"bad, phone"
1619,5,1,"battery, quality, poor"
1620,5,1,"concern, battery, apple, need, work, battery, life, stay, almost, half, day"
1622,5,1,"satisfied, purchase, great, offer, price"
1623,5,1,"dont, buy, mobile, always, get, heated, continuous, use, half, hour, app"
1624,5,1,"phone, good"
1628,4,1,"mobile, issue, phone, heating, issue"
1629,5,1,"excellent, product"
1631,5,1,"worst, supplier"
1632,5,1,"usual, delivered, time, nice, product, facing, problem, along, also, bought, amazom, basic, transparent, cover, grt, match"
1634,5,1,"comparison, everything, best"
1635,5,1,"great, phone"
1636,5,1,"camera, battery, life, bad"
1637,5,1,"best, price"
1638,5,1,shandaar
1639,4,1,exceptional
1640,4,1,"im, satisfied, product, item, working, iphone, stayle"
1641,5,1,go
1642,5,1,"product, delivered, amazon, great, geniun, happy, shop, amazonnitin, sharma"
1643,5,1,"bought, phone, nov, nd, time, find, aaple, care"
1644,5,1,"good, product"
1646,5,1,"sound, problem, amazon, customer, service, contactable"
1647,5,1,"amazing, product, thumb"
1648,4,1,"im, satisfying"
1649,5,1,expected
1650,5,1,"im, disappointed, charger, stopped, working, suspicious, original"
1651,4,1,"everything, perfect"
1653,5,1,"good, quality"
1654,5,1,"picture, sound, quality, good, battery, life, much, bad, comapring, phone"
1655,5,1,"definitely, loved"
1656,5,1,"phone, bliss, orignal"
1658,4,1,"happy, amazon, delivery"
1660,4,1,"nice, product"
1661,5,1,"best, product, go"
1664,4,1,good
1665,5,1,"ok, get, extremely, hot, playing, game"
1666,5,1,"received, good, condition, work, well"
1667,5,1,"problem, lot, problem"
1668,5,1,super
1670,5,1,"superb, iphone, price, k"
1671,4,1,"excellent, product, quality"
1672,5,1,"good, cost"
1674,5,1,"everything, expected"
1675,5,1,"lightening, adapter, earphone, provided, box"
1676,5,1,"battery, problem"
1677,5,1,"earphone, missing, phone, box"
1679,5,1,"battery, issue"
1680,5,1,"thanks, amazon, prompt, delivery, love, iphone, amazing, phone, totally, recommended"
1682,5,1,"nice, working"
1683,5,1,"phone, awesome, liked, much"
1684,5,1,nice
1685,5,1,black
1686,5,1,nice
1687,4,1,good
1688,5,1,"battery, backup, impressive, apart, great, device"
1689,5,1,class
1690,5,1,"awesome, phone, upgrade, speed, deteriorates, badly"
1692,5,1,"good, product"
1694,5,1,"nice, one"
1695,5,1,"okay, okay"
1696,5,1,"use, sometime, reviewing, good, option, overall, first, look, seems, better, far, issue"
1697,5,1,"iphone, rose, gold, version, good"
1699,5,1,average
1700,5,1,"overheating, problem, phone, get, extremely, hot, charging"
1702,5,1,good
1703,5,1,"genuine, product, running, smoothreceived, next, day, prime"
1704,5,1,good
1706,5,1,good
1707,5,1,"best, product, packing, okay, satisfied, issue, phone, till, work, like, charm"
1708,5,1,"dont, buy, fraud, product"
1710,4,1,bad
1711,5,1,"good, one"
1712,5,1,"awesome, phone, best, price"
1714,4,1,"worth, price"
1715,5,1,"charger, stop, working"
1716,5,1,"picture, qualitysound, battery, good"
1719,4,1,"camera, good"
1720,4,1,"good, product"
1721,4,1,
1722,5,1,"doubt, new, product"
1723,5,1,"happy, product, service, asked, check, package, accept"
1724,5,1,"heating, problem"
1725,5,1,"true, io, lover, im, altogether, great, experience"
1726,4,1,"battery, life, good, think, used, phone"
1727,4,1,satisfactorybudgetary
1728,5,1,"good, battery"
1730,5,1,"worst, product"
1732,5,1,perfect
1733,5,1,"good, product, battery, life, amazing, comparing, iphone, camera, good, let, io"
1734,5,1,"happy, due, charging, issue"
1735,4,1,"need, comment"
1736,5,1,iphone
1737,5,1,"good, product"
1738,5,1,"recently, ordered, phone, receive, mm, jack"
1739,5,1,"great, product"
1740,5,1,"battery, beckaf"
1742,5,1,"nothing, say, love, apple, product"
1743,5,1,"good, one"
1744,5,1,apple
1745,5,1,"love, apple, productsi, using, since, yeari, felt, love"
1746,4,1,"nice, phone, take, hard, leave"
1747,5,1,nice
1748,5,1,good
1749,5,1,"perfect, product"
1750,4,1,"audio, working, properly"
1751,5,1,worst
1752,5,1,"totally, good, word, typing, iphones"
1754,5,1,"good, phone"
1756,4,1,"goodvery, fast, delivery, amazon"
1758,5,1,"phone, good, heard, many, people, thats, tactile, button, might, break, used, continously, better, go, assestive, touch"
1759,5,1,"awesome, phone, go, sometimes, facing, heating, issue"
1760,5,1,fabulous
1761,4,1,"pic, hang, time, duplicate, iphone"
1762,5,1,"everything, name, iphone"
1763,5,1,best
1764,5,1,good
1766,4,1,"bought, one, friend, still, working, fine"
1767,5,1,"nice, phone"
1769,4,1,nice
1770,5,1,"heating, problem"
1771,5,1,comment
1772,5,1,"nice, product"
1773,5,1,"earphone, jack, main, issue, productsdont, buy"
1775,5,1,goog
1776,5,1,"battery, life, low, quality"
1779,5,1,ok
1780,5,1,"good, product"
1781,4,1,"battery, good"
1782,5,1,"good, price"
1783,5,1,"got, original, perfect, tamper, proof, packing, safe, purchase, via, amazon, application"
1784,5,1,"pathetic, phone, battery, drain, fast, get, heated"
1788,5,1,"love, camera"
1792,5,1,"best, provider"
1793,4,1,"nice, one"
1799,5,1,like
1800,5,1,"picture, quality, nice, sound, high, need, improvement, battery, life, ok"
1802,5,1,"one, day, delivery, goodiphone, look, beautiful, thanks, amazon"
1804,5,1,nice
1805,5,1,good
1806,5,1,"screen, working, blinking, battery, supportive"
1807,4,1,"good, producti, like"
1808,5,1,good
1809,5,1,"good, quality, unique, marabousfabulous, feature, really, like"
1810,5,1,"battery, backup"
1812,5,1,"battery, weak, scratch, common"
1814,5,1,excellent
1815,5,1,"value, money"
1817,5,1,"lightning, mm, headphone, jack, adapter, missing"
1818,5,1,"got, discount, amazon"
1819,5,1,"apple, iphone, excellent, phone, phone, beat"
1821,5,1,"started, giving, battery, problem, within, month, purchase"
1824,5,1,"nice, product, original, product, delivered, happy"
1826,5,1,"best, iphone, still"
1827,5,1,"really, dissapointedthe, charger, working"
1828,5,1,"battery, backup, poor"
1829,5,1,"apple, apple, one, take, place, apple"
1830,5,1,bad
1833,5,1,"well, looking, phone, happy"
1835,4,1,"iphone, iphone"
1836,5,1,
1838,5,1,good
1840,4,1,"received, genuine, product, thank, amazon"
1842,5,1,"battery, back, gud"
1843,4,1,"battery, west"
1844,5,1,good
1845,5,1,"far, one, day, hand, experience, good, delivery, quite, good, need, improve, little, bit"
1848,5,1,"got, father, love"
1852,5,1,"home, button, working"
1853,5,1,good
1854,5,1,"like, expected, good, camera, quality, feature"
1857,5,1,"want, exchange, earphone, phone, working"
1860,5,1,"overall, super, best"
1864,5,1,"want, exchange, phone, phone"
1865,5,1,"best, iphone, buy, price, pointlaser, quick, performance, superb, fit, finish"
1866,5,1,
1867,4,1,good
1868,5,1,"west, mobile"
1869,5,1,battery
1870,5,1,"praise, good, enoughbest, phone, used, till, date"
1871,5,1,"mobile, heating, normal, use"
1872,5,1,"go, forget, lag, andrioders"
1874,5,1,"worth, buying"
1875,5,1,"earphone, working"
1878,5,1,"battery, life, bad"
1879,4,1,"best, price"
1882,5,1,iphone
1883,4,1,"need, write, review, phone, awesome"
1884,5,1,"good, product"
1886,5,1,"good, phone"
1888,4,1,satisfied
1889,5,1,good
1891,5,1,"super, offer"
1892,4,1,"good, buy"
1893,5,1,amazing
1894,5,1,"fallen, love, io, iphone"
1896,5,1,good
1898,5,1,"thing, gud, usual, btry, gud"
1899,5,1,loved
1900,4,1,"good, phone"
1902,5,1,"battery, bed"
1903,5,1,"worth, price, pay, first, apple, product, really, happy, thanks, amazon, amazing, price, got"
1904,4,1,"superb, phone, good, bty, life, come, day"
1905,5,1,"phone, heating, problem"
1906,5,1,"amazon, always, put, smile, face, reliable"
1907,5,1,"first, phone"
1908,5,1,good
1910,5,1,"still, working, good, shape"
1911,5,1,"nice, phone"
1912,4,1,"perfect, love, amazon"
1913,4,1,"unable, hear, call"
1914,5,1,"everything, perfect"
1915,5,1,"didnt, get, time, anyway, product, good"
1916,5,1,"amazing, technology"
1917,5,1,"great, phone, handy"
1919,5,1,iphone
1920,5,1,"like, apple, ecosystem"
1923,5,1,"good, product"
1925,5,1,"excellent, phone"
1928,4,1,"need, bill, copy, mail, idpgiribabugmailcom"
1929,4,1,"nd, month, problem, display, battery, level, day, internet, used, hour, used"
1930,4,1,"brand, name, value, money"
1931,5,1,"excellent, product"
1932,5,1,"one, issue, battery, backup"
1934,5,1,"excellent, working"
1935,5,1,"battery, health"
1936,4,1,"awesome, one"
1937,5,1,good
1938,5,1,"good, quality, delivery, also"
1939,5,1,"quality, product"
1942,5,1,ok
1944,5,1,"please, due, phone, bill"
1946,5,1,"iphone, gb, met, expections, maximum, extent, love, rose, gold, colour, n, iphone"
1948,5,1,good
1950,5,1,"waste, money"
1951,5,1,goood
1952,5,1,"ultimate, product, low, price"
1953,5,1,"worth, price"
1955,5,1,"unable, download, invoice"
1956,5,1,"im, happy"
1958,4,1,buy
1960,5,1,"phone, hitting, battery, good"
1961,4,1,"worst, one, worst, battery"
1962,5,1,"nice, phone"
1963,4,1,wow
1964,4,1,"nice, photo, slim, trimi, loving"
1965,5,1,"ek, numbri"
1966,5,1,"apple, iphone, say"
1967,5,1,"awesome, go, best, service, price, provided, amazon"
1968,5,1,nice
1971,5,1,"excellent, genuine, product, expected, thanks"
1972,4,1,good
1974,5,1,"phone, got, dead, daysand, replacement, yet"
1975,5,1,"best, phone"
1977,5,1,"satisfied, device"
1978,5,1,"first, iphone, awesome, experiencezero, emi, option, best"
1979,5,1,"using, past, year"
1980,5,1,"good, phone, happy, received, delivery, stipulated, time"
1983,5,1,"defect, piece, battery, drain, overnight, without, anything"
1985,5,1,"phone, sexy, black, received, bill, good, old, send, soft, copy, bill"
1986,4,1,worth
1987,5,1,"excellent, product, timely, delivery, amazon"
1988,5,1,superb
1989,4,1,"one, word, review, awsome"
1990,5,1,"battery, issue, also, phone, heat, listening, song"
1991,4,1,"nothing, new, say, wonderful, phone, classy, look, awesome, iphone"
1992,5,1,"worth, every, paisa, great, product"
